"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","trial_num","condition","order","bonus"
"html-keyboard-response","83","533510","0.0-3.0-15.0-2.0-1.6","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","84","539557","0.0-3.0-15.0-2.0-0.7","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[1167.2999999523163,407.7000000476837]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","85","540060","0.0-3.0-15.0-2.0-1.7","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","86","544076","0.0-3.0-15.0-2.0-0.8","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[902.2000000476837]","./assets/img/space/catch/3.jpg","[""spaceBar""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","87","544579","0.0-3.0-15.0-2.0-1.8","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","88","559663","0.0-3.0-15.0-3.0-0.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","978.2999999523163","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","89","572522","0.0-3.0-15.0-3.0-0.1","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","1156.8000001907349","<p> In this part, you will also hear beeps from your friend and see special treasure chests that need a password. </p>
            <p> Do your best to count the high beeps <b>and</b> choose between each animals' chests at the same time.</p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","90","576545","0.0-3.0-15.0-4.0-0.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","true","","","","[]","./assets/img/space/animals/cat.jpg","[]","practice block","space","-5","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp","","[""20_0""]","","","","0","","",""
"html-keyboard-response","91","577058","0.0-3.0-15.0-4.0-1.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","92","581084","0.0-3.0-15.0-4.0-0.1","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[467.09999990463257]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","[""21_1""]","","","","1","","",""
"html-keyboard-response","93","581587","0.0-3.0-15.0-4.0-1.1","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","94","585625","0.0-3.0-15.0-4.0-0.2","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[475.7999999523163]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","[""22_3""]","","","","2","","",""
"html-keyboard-response","95","586132","0.0-3.0-15.0-4.0-1.2","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","96","590161","0.0-3.0-15.0-4.0-0.3","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[536.7000000476837]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","[""19_0""]","","","","3","","",""
"html-keyboard-response","97","590663","0.0-3.0-15.0-4.0-1.3","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"html-slider-response","98","596617","0.0-3.0-15.0-4.0-2.3-0.3","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","5946","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","4","beep chest","","","","false","","","","50","82","78","","","",""
"learning-instructions","99","604833","0.0-3.0-15.0-6.0-0.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","100","620983","0.0-3.0-15.0-6.0-0.1","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","","","",""
"html-keyboard-response","101","621999","0.0-3.0-15.0-7.0-0.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","102","623004","0.0-3.0-15.0-7.0-1.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","103","624009","0.0-3.0-15.0-7.0-2.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","104","625023","0.0-3.0-15.0-7.0-3.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","",""
"revaluation","105","625409","0.0-3.0-15.0-8.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[370.7999999523163]","./assets/img/space/15.jpg","[""ArrowUp""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp","false","","","","","","","",""
"html-keyboard-response","106","625914","0.0-3.0-15.0-9.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","107","639403","0.0-3.0-15.0-10.0-0.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<p> Now you will see the animals again and can search their chests for treasure. </p>
            <p> This time, you will not see how much treasure you earned, but you will earn more bonus money for making better choices. </p>","","instructions","","","","","","","","","","","","","",""
"html-keyboard-response","108","640412","0.0-3.0-15.0-11.0-0.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","109","641423","0.0-3.0-15.0-11.0-1.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","110","642430","0.0-3.0-15.0-11.0-2.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","111","643443","0.0-3.0-15.0-11.0-3.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","",""
"revaluation","112","643803","0.0-3.0-15.0-12.0-0.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[354.09999990463257]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","113","644322","0.0-3.0-15.0-12.0-1.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","114","644891","0.0-3.0-15.0-12.0-0.1","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[559.9000000953674]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","115","645397","0.0-3.0-15.0-12.0-1.1","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","116","651770","0.0-3.0-16.0-0.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","1704.8000001907349","<p> Before you start, we're going to ask you a few questions about how the game works. </p>","","instructions","","","","","","","","","","","","","",""
"comp-q","117","658969","0.0-3.0-17.0-0.0-0.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","1540.2000000476837","<p> <b> True or False? </b> </p>
            <p> There can be 50 pieces of treasure in a given animal's chest. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","118","667174","0.0-3.0-17.0-0.0-1.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","1456","<p> <b> That's right! </b> The amount of treasure in each chest can range from 0 to 40 pieces. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","119","675595","0.0-3.0-17.0-0.1-0.1","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","1221.7000000476837","<p> <b> True or False? </b> </p><p> In this game, all animals have the same amount of treasure in their left and right chests. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","120","682946","0.0-3.0-17.0-0.1-1.1","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","2059.2999999523163","<p> <b> That's right! </b> Animals have different amounts of treasure in their treasure chests. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","121","689832","0.0-3.0-17.0-0.2-0.2","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","961.0999999046326","<p> <b> True or False? </b> </p><p> The same animal will always be there if you go up in the same place. </p>","0","comp_question","","","","true","","","","","","","","","",""
"comp-q","122","697558","0.0-3.0-17.0-0.2-1.2","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","1200.3999998569489","<p> <b> That's right! </b> One animal lives in the upper part and one lives in the lower part of every place. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","123","706996","0.0-3.0-17.0-0.3-0.3","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","3843.899999856949","<p> <b> True or False? </b> </p><p> If you see a different picture, it means you are in a new place. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","124","722238","0.0-3.0-17.0-0.3-1.3","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","3897.5","<p> <b> That's right! </b> Lots of different images may show the same place. For example,  you may see three different images that all remind you that you are in outer space. </p>","0","comp_answer","","","","","","","","","","","","","",""
"learning-instructions","125","733808","0.0-3.0-18.0-0.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","1612.7000000476837","<p> Good job. Remember to do your best because the amount of treasure you earn will be converted into bonus money. </p>
            <p> It’s time to start the real game! </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","126","738263","0.0-4.0-0.0-0.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","1719.1000001430511","<p> This time you are searching for treasure in the <b>ocean</b>.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","127","757076","0.0-4.0-0.0-0.1","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","1382.3000001907349","<p><b>New</b> animals with <b>new</b> treasure chests live here. You need to explore to discover where the animal with the best treasure chest is.</p>
                    <p> Like before, once you figure out which animal has the chest with the most treasure, you should try to get to that animal and select that chest! </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","128","773358","0.0-4.0-1.0-0.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","1551.2000000476837","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","129","779388","0.0-4.0-2.0-0.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[1211.6999998092651,583.6000001430511]","./assets/img/ocean/memory/0.jpg","[""ArrowUp"",""ArrowRight""]","value training","ocean","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","","","0","original","1",""
"html-keyboard-response","130","779901","0.0-4.0-2.0-1.0","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","1","","",""
"revaluation","131","785924","0.0-4.0-2.0-0.1","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[253.29999995231628,753.2000000476837]","./assets/img/ocean/memory/18.jpg","[""ArrowDown"",""ArrowLeft""]","value training","ocean","8","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown,ArrowLeft","false","","","","","2","original","1",""
"html-keyboard-response","132","786436","0.0-4.0-2.0-1.1","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","3","","",""
"revaluation","133","792459","0.0-4.0-2.0-0.2","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[294.40000009536743,345.2999999523163]","./assets/img/ocean/memory/37.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","","","4","original","1",""
"html-keyboard-response","134","792971","0.0-4.0-2.0-1.2","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","5","","",""
"revaluation","135","798999","0.0-4.0-2.0-0.3","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[288.89999985694885,409.5]","./assets/img/ocean/memory/35.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","6","original","1",""
"html-keyboard-response","136","799512","0.0-4.0-2.0-1.3","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","7","","",""
"revaluation","137","805555","0.0-4.0-2.0-0.4","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[259.60000014305115,345.89999985694885]","./assets/img/ocean/memory/9.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","8","original","1",""
"html-keyboard-response","138","806058","0.0-4.0-2.0-1.4","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","9","","",""
"revaluation","139","812106","0.0-4.0-2.0-0.5","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[497.2999999523163,421]","./assets/img/ocean/memory/7.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","10","original","1",""
"html-keyboard-response","140","812609","0.0-4.0-2.0-1.5","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","11","","",""
"revaluation","141","816641","0.0-4.0-2.0-0.6","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[273.10000014305115]","./assets/img/ocean/catch/0.jpg","[""ArrowDown""]","value training","ocean","-10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown","true","","","","","12","original","1",""
"html-keyboard-response","142","817144","0.0-4.0-2.0-1.6","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","13","","",""
"revaluation","143","821162","0.0-4.0-2.0-0.7","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[638.2000000476837]","./assets/img/ocean/catch/5.jpg","[""ArrowDown""]","value training","ocean","-10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown","true","","","","","14","original","1",""
"html-keyboard-response","144","821665","0.0-4.0-2.0-1.7","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","15","","",""
"revaluation","145","827708","0.0-4.0-2.0-0.8","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[1235.5,400.7000000476837]","./assets/img/ocean/memory/24.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","16","original","1",""
"html-keyboard-response","146","828211","0.0-4.0-2.0-1.8","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","17","","",""
"revaluation","147","834258","0.0-4.0-2.0-0.9","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[975,363.19999980926514]","./assets/img/ocean/memory/27.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","18","original","1",""
"html-keyboard-response","148","834760","0.0-4.0-2.0-1.9","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","19","","",""
"revaluation","149","840807","0.0-4.0-2.0-0.10","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[287,349.40000009536743]","./assets/img/ocean/memory/17.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","20","original","1",""
"html-keyboard-response","150","841310","0.0-4.0-2.0-1.10","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","21","","",""
"revaluation","151","847342","0.0-4.0-2.0-0.11","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[814.2999999523163,342.10000014305115]","./assets/img/ocean/memory/11.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","22","original","1",""
"html-keyboard-response","152","847844","0.0-4.0-2.0-1.11","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","23","","",""
"revaluation","153","853893","0.0-4.0-2.0-0.12","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[749.2999999523163,396.5]","./assets/img/ocean/memory/19.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","24","original","1",""
"html-keyboard-response","154","854397","0.0-4.0-2.0-1.12","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","25","","",""
"revaluation","155","860430","0.0-4.0-2.0-0.13","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[903,340.69999980926514]","./assets/img/ocean/memory/38.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","26","original","1",""
"html-keyboard-response","156","860933","0.0-4.0-2.0-1.13","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","27","","",""
"revaluation","157","866980","0.0-4.0-2.0-0.14","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[384.30000019073486,532.7999999523163]","./assets/img/ocean/memory/19.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","28","original","1",""
"html-keyboard-response","158","867482","0.0-4.0-2.0-1.14","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","29","","",""
"revaluation","159","873529","0.0-4.0-2.0-0.15","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[789.9000000953674,550.6999998092651]","./assets/img/ocean/memory/38.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","30","original","1",""
"html-keyboard-response","160","874032","0.0-4.0-2.0-1.15","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","31","","",""
"revaluation","161","880080","0.0-4.0-2.0-0.16","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[799.4000000953674,378]","./assets/img/ocean/memory/23.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","32","original","1",""
"html-keyboard-response","162","880583","0.0-4.0-2.0-1.16","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","33","","",""
"revaluation","163","886622","0.0-4.0-2.0-0.17","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[733.2999999523163,420.2000000476837]","./assets/img/ocean/memory/34.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","34","original","1",""
"html-keyboard-response","164","887126","0.0-4.0-2.0-1.17","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","35","","",""
"revaluation","165","893159","0.0-4.0-2.0-0.18","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","false","","","","[859.4000000953674,396.39999985694885]","./assets/img/ocean/memory/36.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","36","original","1",""
"html-keyboard-response","166","893662","0.0-4.0-2.0-1.18","pilot_wm_v1","66952c67f557cc6b49a8d91f","7","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","37","","",""
